persid,hhid,persno,primary_mode_raw,travel_mode_3,hhinc_group,hh_income_3,anzsco1,occupation_5,homesubregion_asgs_person,homeregion_asgs_person,region_3,studying,anywork,edu_status_3,agegroup,age_stage_4,totalvehs,veh_own_3,sex,relationship,owndwell,homelga,persinc,perspoststratweight,hhpoststratweight,main_journey_duration_min
Y24H5750403P03,Y24H5750403,3,Vehicle Driver,Private,"$1,500-$1,749 ($78,000-$90,999)",Medium,Community and Personal Service Workers,Clerical/Service workers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",20->24,Young Adults,2,2+ cars,Female,Other relative,Being Rented,Whittlesea (C),"$800-$999 ($41,600-$51,999)",377.900012669,333.6627772,11.0
Y24H5750403P04,Y24H5750403,4,Public Bus,Public,"$1,500-$1,749 ($78,000-$90,999)",Medium,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Secondary,Not applicable,Currently Studying,10->14,Children,2,2+ cars,Female,Child,Being Rented,Whittlesea (C),Nil income,301.726008727,333.6627772,79.0
Y24H5750403P05,Y24H5750403,5,Public Bus,Public,"$1,500-$1,749 ($78,000-$90,999)",Medium,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,10->14,Children,2,2+ cars,Male,Child,Being Rented,Whittlesea (C),Nil income,299.307393114,333.6627772,13.0
Y24H5750404P02,Y24H5750404,2,Vehicle Driver,Private,"$1,000-$1,249 ($52,000-$64,999)",Medium,Sales Workers,Clerical/Service workers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",45->49,Adults,3,2+ cars,Female,Spouse,Being Purchased,Whittlesea (C),"$1,000-$1,249 ($52,000-$64,999)",652.772223378,615.6646457,34.5
Y24H5750412P01,Y24H5750412,1,Vehicle Driver,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",45->49,Adults,2,2+ cars,Male,Self,Being Rented,Whittlesea (C),"$1,250-$1,499 ($65,000-$77,999)",353.40506726,340.0130283,37.0
Y24H6250438P03,Y24H6250438,3,Vehicle Passenger,Private,"$4,000-$4,499 ($208,000-$233,999)",High,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,10->14,Children,3,2+ cars,Female,Child,Being Purchased,Moonee Valley (C),Nil income,261.701225348,367.8590022,5.0
Y24H5750415P01,Y24H5750415,1,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,2,2+ cars,Male,Self,Being Purchased,Whittlesea (C),"$1,500-$1,749 ($78,000-$90,999)",492.179102597,529.7648157,43.0
Y24H5750415P03,Y24H5750415,3,Vehicle Passenger,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Male,Child,Being Purchased,Whittlesea (C),Nil income,478.919821314,529.7648157,7.0
Y24H5750417P02,Y24H5750417,2,Vehicle Driver,Private,"$300-$399 ($15,600-$20,799)",Low,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",35->39,Adults,3,2+ cars,Male,Other relative,Being Purchased,Whittlesea (C),"$300-$399 ($15,600-$20,799)",412.385160855,358.5700053,60.0
Y24H5750418P01,Y24H5750418,1,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",50->54,Adults,4,2+ cars,Male,Self,Being Rented,Whittlesea (C),"$800-$999 ($41,600-$51,999)",822.42831218,880.4454977,15.0
Y24H5750418P02,Y24H5750418,2,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Professionals,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",50->54,Adults,4,2+ cars,Female,Spouse,Being Rented,Whittlesea (C),"$800-$999 ($41,600-$51,999)",838.954271499,880.4454977,19.0
Y24H5750418P04,Y24H5750418,4,Vehicle Passenger,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Sales Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,15->19,Children,4,2+ cars,Female,Child,Being Rented,Whittlesea (C),"$650-$799 ($33,800-$41,599)",821.004997676,880.4454977,23.0
Y24H5750418P05,Y24H5750418,5,Vehicle Passenger,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Secondary,Not applicable,Currently Studying,10->14,Children,4,2+ cars,Male,Child,Being Rented,Whittlesea (C),Nil income,780.489792515,880.4454977,15.0
Y24H5750419P02,Y24H5750419,2,Vehicle Driver,Private,"$1,000-$1,249 ($52,000-$64,999)",Medium,Machinery Operators and Drivers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,2,2+ cars,Male,Spouse,Fully Owned,Whittlesea (C),"$650-$799 ($33,800-$41,599)",654.960438794,612.0672743,20.0
Y24H5750420P01,Y24H5750420,1,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Professionals,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,40->44,Adults,2,2+ cars,Male,Self,Being Purchased,Whittlesea (C),"$2,000-$2,999 ($104,000-$155,999)",268.44579161,561.8029802,84.0
Y24H5750426P02,Y24H5750426,2,Train,Public,"$4,500-$4,999 ($234,000-$259,999)",High,Professionals,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",35->39,Adults,1,1 car,Female,Spouse,Being Purchased,Whittlesea (C),"$1,250-$1,499 ($65,000-$77,999)",833.300029383,769.1978962,62.0
Y24H5750430P01,Y24H5750430,1,Vehicle Driver,Private,"$1,250-$1,499 ($65,000-$77,999)",Medium,Sales Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,35->39,Adults,2,2+ cars,Male,Self,Being Rented,Whittlesea (C),"$1,250-$1,499 ($65,000-$77,999)",233.724176394,474.1582485,63.0
Y24H5750430P03,Y24H5750430,3,Vehicle Passenger,Private,"$1,250-$1,499 ($65,000-$77,999)",Medium,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Male,Child,Being Rented,Whittlesea (C),Nil income,428.650180066,474.1582485,33.0
Y24H5750430P04,Y24H5750430,4,Vehicle Passenger,Private,"$1,250-$1,499 ($65,000-$77,999)",Medium,Not in Work Force,Not in workforce,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Not applicable,"Not Studying, Not Working",5->9,Children,2,2+ cars,Male,Child,Being Rented,Whittlesea (C),Nil income,1140.689190335,474.1582485,33.0
Y24H5750431P02,Y24H5750431,2,Vehicle Driver,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Machinery Operators and Drivers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,1,1 car,Male,Spouse,Fully Owned,Whittlesea (C),"$1,000-$1,249 ($52,000-$64,999)",691.071903201,645.8138096,27.0
Y24H5750436P02,Y24H5750436,2,Vehicle Driver,Private,"$300-$399 ($15,600-$20,799)",Low,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",35->39,Adults,2,2+ cars,Male,Unrelated,Being Rented,Whittlesea (C),"$1,250-$1,499 ($65,000-$77,999)",402.929714171,420.4181628,70.0
Y24H5750436P04,Y24H5750436,4,Vehicle Passenger,Private,"$300-$399 ($15,600-$20,799)",Low,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Female,Grandchild,Being Rented,Whittlesea (C),Nil income,387.705005142,420.4181628,16.0
Y24H5750437P01,Y24H5750437,1,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Professionals,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",35->39,Adults,1,1 car,Male,Self,Being Purchased,Whittlesea (C),"$1,250-$1,499 ($65,000-$77,999)",454.833799575,642.4227575,34.0
Y24H5750442P01,Y24H5750442,1,Vehicle Driver,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Community and Personal Service Workers,Clerical/Service workers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",35->39,Adults,1,1 car,Male,Self,Being Purchased,Whittlesea (C),"$1,750-$1,999 ($91,000-$103,999)",663.090476682,704.1463601,30.0
Y24H5750442P02,Y24H5750442,2,Train,Public,"$2,000-$2,499 ($104,000-$129,999)",High,Community and Personal Service Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,30->34,Adults,1,1 car,Female,Spouse,Being Purchased,Whittlesea (C),"$300-$399 ($15,600-$20,799)",525.810949524,704.1463601,38.0
Y24H5760202P01,Y24H5760202,1,Vehicle Driver,Private,"$1,750-$1,999 ($91,000-$103,999)",Medium,Professionals,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",60->64,Seniors,1,1 car,Female,Self,Fully Owned,Manningham (C),"$1,750-$1,999 ($91,000-$103,999)",273.048878576,278.2486628,32.0
Y24H5760211P01,Y24H5760211,1,Walking,Active,"$650-$799 ($33,800-$41,599)",Low,Labourers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",75->79,Seniors,1,1 car,Male,Self,Fully Owned,Manningham (C),"$650-$799 ($33,800-$41,599)",336.361571273,266.800201,10.0
Y24H5760231P03,Y24H5760231,3,Vehicle Passenger,Private,"$4,000-$4,499 ($208,000-$233,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,No,Currently Studying,20->24,Young Adults,3,2+ cars,Female,Child,Being Purchased,Manningham (C),"$1,500-$1,749 ($78,000-$90,999)",434.335454779,250.188026,45.0
Y24H5760232P01,Y24H5760232,1,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",50->54,Adults,3,2+ cars,Female,Self,Being Purchased,Manningham (C),"$1,500-$1,749 ($78,000-$90,999)",241.052978536,238.6344703,24.0
Y24H5760232P02,Y24H5760232,2,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",45->49,Adults,3,2+ cars,Male,Spouse,Being Purchased,Manningham (C),"$1,500-$1,749 ($78,000-$90,999)",240.620376942,238.6344703,20.0
Y24H5760232P03,Y24H5760232,3,Vehicle Passenger,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,3,2+ cars,Male,Child,Being Purchased,Manningham (C),Nil income,316.818894259,238.6344703,5.0
Y24H5760236P01,Y24H5760236,1,Vehicle Driver,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",60->64,Seniors,2,2+ cars,Male,Self,Fully Owned,Manningham (C),"$1,500-$1,749 ($78,000-$90,999)",430.502795256,259.3768406,50.0
Y24H5760236P02,Y24H5760236,2,Vehicle Driver,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Professionals,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",60->64,Seniors,2,2+ cars,Female,Spouse,Fully Owned,Manningham (C),"$500-$649 ($26,000-$33,799)",254.529724342,259.3768406,30.0
Y24H5760237P01,Y24H5760237,1,Vehicle Driver,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,2,2+ cars,Male,Self,Being Purchased,Manningham (C),"$1,500-$1,749 ($78,000-$90,999)",685.315309558,292.5317679,30.0
Y24H5760237P02,Y24H5760237,2,Vehicle Driver,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Professionals,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,2,2+ cars,Female,Spouse,Being Purchased,Manningham (C),"$3,000-$3,499 ($156,000-$181,999)",405.184632368,292.5317679,30.0
Y24H5760240P01,Y24H5760240,1,Vehicle Driver,Private,"$4,500-$4,999 ($234,000-$259,999)",High,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",55->59,Adults,2,2+ cars,Male,Self,Fully Owned,Manningham (C),"$3,000-$3,499 ($156,000-$181,999)",224.064972747,299.6727437,25.0
Y24H5760310P02,Y24H5760310,2,Walking,Active,,Unknown,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,1,1 car,Female,Child,Fully Owned,Bayside (C),Nil income,1502.563174451,1255.79972,5.0
Y24H5760326P01,Y24H5760326,1,Vehicle Driver,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Technicians and Trades Workers,Trades/Labourers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",45->49,Adults,2,2+ cars,Male,Self,Being Rented,Bayside (C),"$2,000-$2,999 ($104,000-$155,999)",905.512495177,480.4622131,20.0
Y24H5760326P02,Y24H5760326,2,Vehicle Driver,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Professionals,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,45->49,Adults,2,2+ cars,Female,Spouse,Being Rented,Bayside (C),"$1,000-$1,249 ($52,000-$64,999)",771.912267748,480.4622131,35.0
Y24H5760327P02,Y24H5760327,2,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Professionals,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",35->39,Adults,1,1 car,Female,Spouse,Being Rented,Bayside (C),"$800-$999 ($41,600-$51,999)",557.399334596,641.9679758,15.0
Y24H5760329P01,Y24H5760329,1,Vehicle Driver,Private,"$1,750-$1,999 ($91,000-$103,999)",Medium,Managers,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",50->54,Adults,3,2+ cars,Male,Self,Being Purchased,Bayside (C),"$800-$999 ($41,600-$51,999)",363.889392419,411.8522561,7.0
Y24H5760329P02,Y24H5760329,2,Vehicle Driver,Private,"$1,750-$1,999 ($91,000-$103,999)",Medium,Clerical and Administrative Workers,Clerical/Service workers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",45->49,Adults,3,2+ cars,Female,Spouse,Being Purchased,Bayside (C),"$800-$999 ($41,600-$51,999)",414.578187518,411.8522561,25.0
Y24H5760329P03,Y24H5760329,3,Vehicle Driver,Private,"$1,750-$1,999 ($91,000-$103,999)",Medium,Sales Workers,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,15->19,Children,3,2+ cars,Female,Child,Being Purchased,Bayside (C),"$1-$149 ($1-$7,799)",381.567928428,411.8522561,45.0
Y24H5760329P04,Y24H5760329,4,Vehicle Passenger,Private,"$1,750-$1,999 ($91,000-$103,999)",Medium,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Secondary,No,Currently Studying,15->19,Children,3,2+ cars,Male,Child,Being Purchased,Bayside (C),Nil income,277.440460316,411.8522561,5.0
Y24H5760330P02,Y24H5760330,2,Vehicle Driver,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Professionals,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",60->64,Seniors,3,2+ cars,Male,Spouse,Fully Owned,Bayside (C),"$3,000-$3,499 ($156,000-$181,999)",302.994751815,396.3417315,52.0
Y24H5760331P01,Y24H5760331,1,Vehicle Driver,Private,"$6,000-$7,999 ($312,000-$415,999)",High,Managers,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,1,1 car,Female,Self,Being Purchased,Bayside (C),"$3,000-$3,499 ($156,000-$181,999)",774.170193573,627.8998601,32.0
Y24H5760331P03,Y24H5760331,3,Vehicle Passenger,Private,"$6,000-$7,999 ($312,000-$415,999)",High,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,1,1 car,Male,Child,Being Purchased,Bayside (C),Nil income,788.009912259,627.8998601,4.0
Y24H5760336P02,Y24H5760336,2,Vehicle Driver,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Managers,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",50->54,Adults,2,2+ cars,Male,Child,Fully Owned,Bayside (C),"$3,000-$3,499 ($156,000-$181,999)",367.427058191,415.856208,30.0
Y24H5760424P03,Y24H5760424,3,Vehicle Passenger,Private,"$1,750-$1,999 ($91,000-$103,999)",Medium,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Male,Child,Being Rented,Moonee Valley (C),Nil income,1754.00161938,956.4334057,5.0
Y24H5760425P02,Y24H5760425,2,Walking,Active,"$1,500-$1,749 ($78,000-$90,999)",Medium,Community and Personal Service Workers,Clerical/Service workers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",60->64,Seniors,3,2+ cars,Female,Spouse,Fully Owned,Moonee Valley (C),"$400-$499 ($20,800-$25,999)",576.736195498,1020.845349,80.0
Y24H5760502P01,Y24H5760502,1,Vehicle Driver,Private,"$4,500-$4,999 ($234,000-$259,999)",High,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",50->54,Adults,3,2+ cars,Male,Self,Being Purchased,Wyndham (C),"$1,500-$1,749 ($78,000-$90,999)",845.641116884,1155.286798,38.0
Y24H5760502P02,Y24H5760502,2,Vehicle Driver,Private,"$4,500-$4,999 ($234,000-$259,999)",High,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",45->49,Adults,3,2+ cars,Female,Spouse,Being Purchased,Wyndham (C),"$1,750-$1,999 ($91,000-$103,999)",1118.194292374,1155.286798,64.0
Y24H5760511P04,Y24H5760511,4,Vehicle Driver,Private,"$6,000-$7,999 ($312,000-$415,999)",High,Professionals,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,2,2+ cars,Male,Child,Fully Owned,Wyndham (C),"$3,000-$3,499 ($156,000-$181,999)",900.403300052,1074.376129,89.0
Y24H5760511P05,Y24H5760511,5,Vehicle Passenger,Private,"$6,000-$7,999 ($312,000-$415,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,10->14,Children,2,2+ cars,Female,Grandchild,Fully Owned,Wyndham (C),Nil income,869.141589309,1074.376129,34.5
Y24H5760511P06,Y24H5760511,6,Vehicle Passenger,Private,"$6,000-$7,999 ($312,000-$415,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Male,Grandchild,Fully Owned,Wyndham (C),Nil income,843.228612075,1074.376129,59.0
Y24H5760523P03,Y24H5760523,3,Vehicle Passenger,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,10->14,Children,2,2+ cars,Female,Child,Being Rented,Wyndham (C),Nil income,566.522917021,700.2986693,11.0
Y24H5760523P04,Y24H5760523,4,Vehicle Passenger,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,10->14,Children,2,2+ cars,Female,Child,Being Rented,Wyndham (C),Nil income,566.522917021,700.2986693,11.0
Y24H5760523P05,Y24H5760523,5,Vehicle Passenger,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Male,Child,Being Rented,Wyndham (C),Nil income,549.632348635,700.2986693,11.0
Y24H5760525P02,Y24H5760525,2,Train,Public,"$2,500-$2,999 ($130,000-$155,999)",High,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,2,2+ cars,Female,Spouse,Being Purchased,Wyndham (C),"$2,000-$2,999 ($104,000-$155,999)",463.590462638,487.7859502,68.0
Y24H5760525P03,Y24H5760525,3,Vehicle Passenger,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Secondary,No,Currently Studying,15->19,Children,2,2+ cars,Male,Child,Being Purchased,Wyndham (C),Nil income,752.384623838,487.7859502,31.0
Y24H5760533P01,Y24H5760533,1,Motorcycle,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Professionals,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,2,2+ cars,Male,Self,Fully Owned,Wyndham (C),"$2,000-$2,999 ($104,000-$155,999)",237.84710847,412.6478577,35.0
Y24H5760533P02,Y24H5760533,2,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Community and Personal Service Workers,Clerical/Service workers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,2,2+ cars,Female,Spouse,Fully Owned,Wyndham (C),"$500-$649 ($26,000-$33,799)",488.381305921,412.6478577,36.0
Y24H5760533P03,Y24H5760533,3,Vehicle Passenger,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Female,Child,Fully Owned,Wyndham (C),Nil income,356.011678158,412.6478577,1.0
Y24H5760533P04,Y24H5760533,4,Vehicle Passenger,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Male,Child,Fully Owned,Wyndham (C),Nil income,323.868402339,412.6478577,1.0
Y24H6250438P04,Y24H6250438,4,Vehicle Passenger,Private,"$4,000-$4,499 ($208,000-$233,999)",High,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,3,2+ cars,Male,Child,Being Purchased,Moonee Valley (C),Nil income,674.616007454,367.8590022,5.0
Y24H5760534P03,Y24H5760534,3,Vehicle Driver,Private,"$6,000-$7,999 ($312,000-$415,999)",High,Labourers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",20->24,Young Adults,3,2+ cars,Male,Child,Being Rented,Wyndham (C),"$1,000-$1,249 ($52,000-$64,999)",713.151857349,723.5166223,35.0
